Timestamp,Face Detected,EAR Left,EAR Right,EAR Avg,Blink Rate,MAR,Head Rot X,Head Rot Y,Head Rot Z,State
1729031227.4221373,1,0.22619056791098002,0.23789945992345088,0.23204501391721544,0.0,0.0,-8.655741383015457,-34.351808170068956,0.0003073585126505738,0
1729031227.461972,1,0.2692582403567252,0.2546125918512039,0.26193541610396454,0.0,0.0,-6.137544509169592,-31.329078078797835,-0.007155580785089037,0
1729031227.4918547,1,0.24643251905335212,0.23582772706390193,0.24113012305862702,0.0,0.013139708280690918,-7.137788368624841,-30.685003763237276,-0.006541756083067031,0
1729031227.5173564,1,0.223606797749979,0.22285517613508854,0.22323098694253377,0.0,0.0,-7.021533747681881,-30.79757806276418,-0.005341321475087377,0
1729031227.541955,1,0.24643251905335212,0.2160052308927121,0.23121887497303212,0.0,0.0,-7.382960846065761,-30.23804242892123,-0.0009220755379517215,0
1729031227.567342,1,0.223606797749979,0.21505813167606566,0.2193324647130223,0.0,0.0,-6.73021683208237,-30.28829428114542,-0.0015367925632528692,0
1729031227.5926187,1,0.21295885499998,0.21505813167606566,0.21400849333802283,0.0,0.018582353656179162,-7.257601442155251,-29.666285896808606,-0.0018695888441191022,0
1729031227.6184976,1,0.21295885499998,0.22360679774997896,0.21828282637497948,0.0,0.0,-6.428350939832617,-30.643567793507568,-0.005252144566483471,0
1729031227.6480827,1,0.21488103951543103,0.2368033988749895,0.22584221919521025,0.0,0.0,-6.432896739887699,-30.9842679264597,-0.005928116308840757,0
1729031227.6815403,1,0.223606797749979,0.23252906583803282,0.22806793179400592,0.0,0.0,-6.236990212434199,-30.964713841355707,-0.006505553502496971,0
1729031227.7146413,1,0.24612505478009442,0.23252906583803282,0.23932706030906362,0.0,0.0,-6.426912986349224,-30.712852510742312,-0.0056423522608648495,0
1729031227.7485914,1,0.24612505478009442,0.23252906583803282,0.23932706030906362,0.0,0.0,-6.407576933756291,-30.450019321570206,-0.012163011707545244,0
1729031227.783703,1,0.2834297266912897,0.22399355263575055,0.2537116396635201,0.0,0.0,-7.312900845830214,-31.810295801497766,-0.006417834160389728,0
1729031227.8151653,1,0.24643251905335212,0.24654985086876813,0.24649118496106012,0.0,0.013139708280690918,-6.657157629464842,-31.42830988770517,-0.006417834160389728,0
1729031227.848786,1,0.21488103951543103,0.2193324647130223,0.21710675211422667,0.0,0.0,-6.787439867503729,-31.569261390813633,-0.006505553502496971,0
1729031227.8816378,1,0.21488103951543103,0.23252906583803282,0.2237050526767319,0.0,0.0,-7.211759959288765,-31.690625519765852,-0.0023000604984937437,0
1729031227.9147182,1,0.20589806935130187,0.23252906583803282,0.21921356759466734,0.0,0.0,-7.323566378615935,-32.114463495918656,-0.012582943689008082,0
1729031227.9489605,1,0.24612505478009442,0.21608623628047488,0.23110564553028465,0.0,0.0,-6.698057983230515,-31.86861632093152,-0.011246969940613341,0
1729031227.982569,1,0.2594026516351075,0.22390958299057578,0.24165611731284165,0.0,0.0,-6.760923048076618,-32.12055428687532,-0.009076188110684535,0
1729031228.016106,1,0.23537557657892524,0.21505813167606566,0.22521685412749545,0.0,0.0,-7.063583952328001,-31.067236793451755,-0.01029077427553081,0
1729031228.049884,1,0.23537557657892524,0.21505813167606566,0.22521685412749545,0.0,0.019083135479350186,-7.923592473520554,-31.03505503600106,-0.013223561984504579,0
1729031228.082664,1,0.23505024736113425,0.22360679774997896,0.2293285225555566,0.0,0.01350858067395748,-6.961780228278861,-31.652532176484954,-0.019219125584121376,0
